"site","year","species","d10","d20","d30","d40","d50"
"WILLTERMD1",2012,"amro",1,1,1,0,1
"WILLTERMD1",2012,"carw",0,0,1,0,0
"WILLTERMD1",2012,"cogr",0,0,3,1,1
"WILLTERMD1",2012,"grca",0,1,0,0,0
"WILLTERMD1",2012,"noca",0,0,0,2,1
"WILLTERMD1",2012,"rwbl",0,0,0,0,1
"WILLTINVA1",2009,"amcr",0,0,0,1,0
"WILLTINVA1",2009,"amgo",0,0,1,0,0
"WILLTINVA1",2009,"carw",0,1,0,0,0
"WILLTINVA1",2009,"eawp",0,0,1,0,0
"WILLTINVA1",2009,"gcfl",0,1,0,0,0
"WILLTINVA1",2009,"howr",0,0,1,0,0
"WILLTINVA1",2009,"noca",0,1,1,1,0
"WILLTINVA1",2009,"rbwo",0,0,1,0,0
"WILLTINVA1",2009,"tuti",0,1,0,1,1
"WILLTINVA1",2009,"wbnu",0,0,2,0,0
"WILLTINVA1",2010,"blja",0,0,0,0,1
"WILLTINVA1",2010,"carw",0,0,0,0,1
"WILLTINVA1",2010,"noca",0,2,0,0,0
"WILLTINVA1",2010,"revi",0,0,0,0,1
"WILLTINVA1",2010,"woth",0,0,0,0,1
"WILLTINVA1",2012,"amcr",0,0,0,0,1
"WILLTINVA1",2012,"amro",0,1,1,0,1
"WILLTINVA1",2012,"blja",0,0,0,1,0
"WILLTINVA1",2012,"dowo",0,0,1,0,1
"WILLTINVA1",2012,"ficr",0,0,0,1,0
"WILLTINVA1",2012,"grca",0,0,0,1,0
"WILLTINVA1",2012,"piwo",0,0,0,1,0
"WILLTINVA1",2012,"sosp",0,0,0,1,0
"WILLTINVA1",2012,"woth",0,0,1,0,1
"WISECELMD1",2009,"amro",1,0,2,1,0
"WISECELMD1",2009,"cach",0,0,1,0,0
"WISECELMD1",2009,"cogr",0,0,1,0,0
"WISECELMD1",2009,"grca",0,0,1,1,0
"WISECELMD1",2009,"hofi",0,1,0,0,0
"WISECELMD1",2009,"howr",0,1,0,0,0
"WISECELMD1",2009,"modo",0,1,1,2,0
"WISECELMD1",2009,"noca",0,3,0,0,0
"WISECELMD1",2009,"sosp",0,3,2,0,0
"WISECELMD1",2009,"tuti",0,0,1,0,0
"WISECELMD1",2010,"amro",0,1,3,0,2
"WISECELMD1",2010,"bhco",0,0,0,1,0
"WISECELMD1",2010,"cach",1,1,0,0,0
"WISECELMD1",2010,"grca",1,0,0,0,1
"WISECELMD1",2010,"modo",0,1,0,0,0
"WISECELMD1",2010,"noca",0,0,1,0,0
"WISECELMD1",2012,"amcr",0,0,0,0,1
"WISECELMD1",2012,"amro",1,0,0,1,0
"WISECELMD1",2012,"grca",2,1,2,2,0
"WISECELMD1",2012,"modo",0,0,0,0,1
"WISECELMD1",2012,"noca",0,0,0,1,0
"WISECELMD1",2012,"nomo",0,1,0,0,0
"WISECELMD1",2012,"rbwo",0,0,0,0,1
"WISECELMD1",2012,"sosp",0,0,1,0,1
"WOLFAMYDC1",2009,"amcr",0,1,0,0,0
"WOLFAMYDC1",2009,"hofi",2,1,0,0,0
"WOLFAMYDC1",2009,"modo",1,0,0,0,0
"WOLFAMYDC1",2009,"noca",1,0,0,1,0
"WOLFAMYDC1",2009,"nomo",1,0,0,0,0
"WOLFAMYDC1",2010,"modo",0,1,0,0,0
"WOLFAMYDC1",2012,"cogr",0,0,1,0,0
"WOLFAMYDC1",2012,"grca",0,0,0,1,0
"WOLFAMYDC1",2012,"hofi",2,2,0,0,0
"WOLFAMYDC1",2012,"noca",0,0,0,0,1
"WOLFAMYDC1",2012,"sosp",2,0,0,1,0
"WOLFKARDC1",2009,"amro",0,2,1,0,0
"WOLFKARDC1",2009,"chsw",0,0,1,0,0
"WOLFKARDC1",2009,"grca",0,2,0,0,0
"WOLFKARDC1",2009,"sosp",1,0,0,0,0
"WOLFKARDC1",2010,"amro",0,0,0,0,1
"WOLFKARDC1",2010,"bhco",0,1,0,0,0
"WOLFKARDC1",2010,"grca",0,1,0,0,0
"WOLFKARDC1",2010,"modo",0,0,0,1,0
"WOLFKARDC1",2010,"sosp",0,1,0,0,0
"WOLFKARDC1",2012,"amcr",0,0,1,0,0
"WOLFKARDC1",2012,"amro",0,0,0,0,1
"WOLFKARDC1",2012,"carw",0,0,0,0,0
"WOLFKARDC1",2012,"cogr",0,0,0,0,1
"WOLFKARDC1",2012,"grca",0,1,0,0,0
"WOLFKARDC1",2012,"hofi",0,0,1,0,0
"WOLFKARDC1",2012,"noca",0,0,1,0,0
"WOODELEVA1",2009,"amro",0,0,1,0,1
"WOODELEVA1",2009,"bhco",0,0,0,1,0
"WOODELEVA1",2009,"blja",0,2,0,0,0
"WOODELEVA1",2009,"cogr",0,1,0,0,0
"WOODELEVA1",2009,"ficr",0,0,0,0,5
"WOODELEVA1",2009,"grca",1,1,0,0,0
"WOODELEVA1",2009,"hofi",0,1,0,0,0
"WOODELEVA1",2009,"noca",0,2,0,0,2
"WOODELEVA1",2009,"sosp",0,1,1,1,0
"WOODELEVA1",2009,"tuti",0,0,2,0,0
"WOODELEVA1",2009,"wbnu",0,1,0,1,0
"WOODELEVA1",2010,"amro",0,1,0,2,2
"WOODELEVA1",2010,"blja",0,2,0,0,0
"WOODELEVA1",2010,"cogr",0,0,1,0,0
"WOODELEVA1",2010,"grca",0,0,0,1,0
"WOODELEVA1",2010,"noca",0,3,2,1,1
"WOODELEVA1",2010,"sosp",0,0,0,2,0
"WOODELEVA1",2012,"amro",2,0,0,2,0
"WOODELEVA1",2012,"blja",0,0,0,0,1
"WOODELEVA1",2012,"chsw",0,0,0,2,0
"WOODELEVA1",2012,"cogr",1,0,0,0,0
"WOODELEVA1",2012,"grca",1,0,2,0,0
"WOODELEVA1",2012,"noca",0,0,1,0,1
"WOODELEVA1",2012,"sosp",1,0,0,1,1
"WOODPAUVA1",2010,"amro",0,0,0,1,2
"WOODPAUVA1",2010,"carw",0,0,0,1,0
"WOODPAUVA1",2010,"grca",0,0,1,0,1
"WOODPAUVA1",2010,"howr",0,0,1,0,0
"WOODPAUVA1",2010,"noca",0,0,3,0,0
"WOODPAUVA1",2010,"rbwo",0,0,1,0,0
"WOODPAUVA1",2010,"tuti",0,2,0,0,0
"WOODPAUVA1",2012,"amro",1,0,1,1,0
"WOODPAUVA1",2012,"cach",0,0,1,0,0
"WOODPAUVA1",2012,"carw",0,0,1,0,0
"WOODPAUVA1",2012,"eato",0,0,0,1,0
"WOODPAUVA1",2012,"grca",1,0,0,0,0
"WOODPAUVA1",2012,"howr",0,0,2,0,1
"WOODPAUVA1",2012,"noca",0,0,0,0,2
"WOODPAUVA1",2012,"rbwo",0,0,0,1,0
"WOODPAUVA1",2012,"revi",0,0,0,1,0
"WOODPAUVA1",2012,"sosp",0,0,0,0,1
"WOODPAUVA1",2012,"tuti",0,0,1,0,0
"WRIGVENMD1",2009,"amro",1,0,0,1,0
"WRIGVENMD1",2009,"blja",0,0,0,0,1
"WRIGVENMD1",2009,"dowo",0,2,0,0,0
"WRIGVENMD1",2009,"eawp",0,0,2,1,1
"WRIGVENMD1",2009,"noca",0,1,1,0,0
"WRIGVENMD1",2009,"nomo",0,0,2,0,0
"WRIGVENMD1",2009,"oven",0,0,0,1,0
"WRIGVENMD1",2009,"rbwo",0,0,0,1,0
"WRIGVENMD1",2009,"revi",0,0,1,0,0
"WRIGVENMD1",2009,"tuti",0,0,0,1,0
"WRIGVENMD1",2009,"wbnu",0,1,0,0,0
"WRIGVENMD1",2009,"woth",0,1,0,1,1
"WRIGVENMD1",2010,"amro",0,0,0,0,2
"WRIGVENMD1",2010,"bhco",0,1,0,0,1
"WRIGVENMD1",2010,"dowo",0,0,0,2,0
"WRIGVENMD1",2010,"eaph",0,0,0,1,0
"WRIGVENMD1",2010,"rbwo",0,0,0,0,1
"WRIGVENMD1",2010,"woth",0,0,0,0,1
"WRIGVENMD1",2012,"amcr",0,0,0,1,1
"WRIGVENMD1",2012,"amro",0,1,0,2,2
"WRIGVENMD1",2012,"carw",0,0,0,0,2
"WRIGVENMD1",2012,"dowo",0,0,0,1,0
"WRIGVENMD1",2012,"eawp",0,0,0,0,2
"WRIGVENMD1",2012,"noca",0,0,0,1,0
"WRIGVENMD1",2012,"rbwo",0,0,0,0,1
"WRIGVENMD1",2012,"woth",0,0,0,0,1
"YOUNELIMD1",2009,"amro",2,1,1,0,0
"YOUNELIMD1",2009,"cach",1,1,1,0,0
"YOUNELIMD1",2009,"cogr",0,3,2,0,0
"YOUNELIMD1",2009,"sosp",1,0,0,0,1
"YOUNELIMD1",2010,"amro",0,1,3,0,0
"YOUNELIMD1",2010,"bhco",0,1,0,0,0
"YOUNELIMD1",2010,"cogr",0,1,0,1,0
"YOUNELIMD1",2010,"grca",0,2,0,0,0
"YOUNELIMD1",2010,"noca",2,0,0,0,1
"YOUNELIMD1",2010,"sosp",0,0,3,1,0
"YOUNKIMVA1",2009,"amro",0,0,0,2,0
"YOUNKIMVA1",2009,"blja",0,0,1,0,0
"YOUNKIMVA1",2009,"cogr",0,1,2,0,0
"YOUNKIMVA1",2009,"modo",0,0,0,0,1
"YOUNKIMVA1",2009,"noca",1,0,2,0,1
"YOUNKIMVA1",2009,"rbwo",0,0,0,1,0
"YOUNKIMVA1",2009,"tuti",1,3,0,0,0
"YOUNKIMVA1",2009,"wbnu",0,0,1,0,0
"YOUNKIMVA1",2009,"woth",0,0,1,0,0
"YOUNKIMVA1",2010,"amro",0,0,0,0,1
"YOUNKIMVA1",2010,"grca",0,1,0,1,0
"YOUNKIMVA1",2010,"noca",0,0,1,2,2
"YOUNKIMVA1",2010,"rbwo",0,0,2,0,0
"YOUNKIMVA1",2010,"tuti",0,1,0,0,0
"YOUNKIMVA1",2012,"amcr",0,0,0,1,0
"YOUNKIMVA1",2012,"amgo",0,1,0,0,0
"YOUNKIMVA1",2012,"amro",0,0,2,0,3
"YOUNKIMVA1",2012,"eaph",0,0,0,0,1
"YOUNKIMVA1",2012,"eato",0,0,1,0,0
"YOUNKIMVA1",2012,"hofi",0,2,0,0,0
"YOUNKIMVA1",2012,"noca",1,0,0,1,0
"YOUNKIMVA1",2012,"tuti",0,0,0,1,0
"ZAMBTRAMD1",2010,"amro",0,1,0,1,1
"ZAMBTRAMD1",2010,"grca",0,0,3,0,0
"ZAMBTRAMD1",2010,"hofi",0,1,0,0,0
"ZAMBTRAMD1",2010,"howr",0,0,1,0,0
"ZAMBTRAMD1",2010,"noca",0,0,0,1,1
"ZAMBTRAMD1",2010,"rthu",0,1,0,0,0
"ZAMBTRAMD1",2012,"amro",2,1,1,1,0
"ZAMBTRAMD1",2012,"blja",0,0,0,1,0
"ZAMBTRAMD1",2012,"carw",0,0,1,0,0
"ZAMBTRAMD1",2012,"grca",0,2,0,0,0
"ZAMBTRAMD1",2012,"modo",0,0,0,1,0
"ZAMBTRAMD1",2012,"noca",0,0,1,1,0
"ZAMBTRAMD1",2012,"rbwo",0,0,1,0,1
"ZAMBTRAMD1",2012,"sosp",0,0,2,2,0
